Column 1,Item,Net Weight/Volume,Price (Peso),Contains Allergens,Processsed in a place that may contain these allergens,Nutritional Facts,Ingredients,Other Information,Done,Price ($),Total Done:,191
196,ROYAL_290ML,290ml,19.55,None,None,"Serving Size: 290ml, Calories: 59, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 19.6mg, Total Carbohydrates: 14.7g, Sugars: 14.7g, Protein: 0g","Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Acacia Gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (SHMP), Natural, Nature-Identical and Artificial Flavors, Artificial Color (Sunset Yellow), Vitamins (B5, B3), Anti-Foaming Agent (PDMS)",,TRUE,0.34,,
197,ROYAL_TRU_ORANGE_500ML,500ml,38.25,None,None,"Serving Size: 500ml, Calories: 101, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 34mg, Total Carbohydrates: 25.3g, Sugars: 25.3g, Protein: 0g, Vitamin B3: 15% RNI, Vitamin B5: 15% RNI","Carbonated water, Sugar, Acidulant (Citric acid), Stabilizer (Acacia gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium benzoate), Sequestrant (Sodium hexametaphosphate), Natural, Nature-identical and Artificial flavors, Artificial color (Sunset yellow), Vitamins (B5, B3), Anti-foaming agent (Polydimethylsiloxane)",,TRUE,0.67,,
198,SAN_MARINO_CHILI_CORNED_TUNA_100G,100g,29.3,"Fish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Eggs",None,"Calories: 145, Total Fat: 7.6g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 10mg, Sodium: 465mg, Total Carbohydrates: 8g, Dietary Fiber: 2g, Sugars: 1g, Protein: 11g","Tuna, Water, Soybean Oil, Soy Protein Concentrate, Cane Sugar, Iodized Salt (Salt and Potassium Iodide), Onion, Garlic, Spices, Monosodium Glutamate",,TRUE,0.52,,
199,SAN_MARINO_CHILI_CORNED_TUNA_85G,85g,28.05,"Fish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Eggs",None,"Calories: 141, Total Fat: 7.6g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 10mg, Sodium: 396mg, Total Carbohydrates: 8g, Dietary Fiber: 2g, Sugars: 1g, Protein: 11g","Tuna, Water, Soybean Oil, Soy Protein Concentrate, Cane Sugar, Iodized Salt (Salt and Potassium Iodide), Onion, Garlic, Spices, Monosodium Glutamate",,TRUE,0.49,,
200,SAN_MARINO_CORNED_TUNA_100G,100g,29.3,"Fish, Soybeans/Soy/Soya",None,"Calories: 145, Total Fat: 7.6g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 20mg, Sodium: 700mg, Total Carbohydrates: 5.3g, Dietary Fiber: 2g, Sugars: 1g, Protein: 10.7g","Tuna Flakes, Soy Protein Concentrate, Soybean Oil, Iodized Salt, Spices, Seasonings",,TRUE,0.52,,
201,SAN_MARINO_CORNED_TUNA_150G,150g,37,"Fish, Soybeans/Soy/Soya",None,"Calories: 249, Total Fat: 13.4g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 26.8mg, Sodium: 1,061mg, Total Carbohydrates: 13.4g, Dietary Fiber: 5.4g, Sugars: 2.7g, Protein: 18.8g","Tuna Flakes, Soy Protein Concentrate, Soybean Oil, Iodized Salt, Spices, Seasonings",,TRUE,0.65,,
202,SCHOGETTEN_ALPINE_MILK_100G,100g,94,"Milk, Soybeans/Soy/Soya","Peanuts, Wheat/Cereals/Gluten, Eggs","Calories: 560 kcal, Total Fat: 35g, Saturated Fat: 22g, Trans Fat: 0g, Cholesterol: N/A, Sodium: 0.14g, Total Carbohydrates: 55g, Sugars: 55g, Protein: 5.4g","Sugar, Cocoa Butter, Cream Powder, Cocoa Mass, Whole Milk Powder, Butterfat, Emulsifier (Soy Lecithin), Natural Vanilla Flavour",,TRUE,1.65,,
203,SEAPOINT_CORNED_TUNA_150G,150g,37,"Fish, Soybeans/Soy/Soya",None,"Calories: 90, Total Fat: 4.5g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 600mg, Total Carbohydrates: 4.5g, Sugars: 0g, Protein: 9g","Tuna Flakes, Soy Protein Concentrate, Water, Soya Oil, Iodized Salt, Spices, Seasonings",,TRUE,0.65,,
204,SEAPOINT_MACKEREL_IN_NATURAL_OIL_155G,155g,50,Fish,None,"Calories: 131, Total Fat: 1.5g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 17g","Mackerel, Natural Oil",,TRUE,0.88,,
205,SEAPOINT_SARDINES_CHUNKS_IN_TOMATO_SAUCE_155G,155g,50,Fish,None,"Calories: 130, Total Fat: 7g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 400mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 17g","Sardines, Tomato Sauce (Water, Tomato Paste), Thickeners (Cornstarch, Tapioca Starch, Xanthan Gum), Salt, Sugar, Seasonings (Garlic, Cinnamon, Ginger, Paprika), Soybean Oil, Monosodium Glutamate, Chili",,TRUE,0.88,,
206,SEAPOINT_SARDINES_IN_TOMATO_SAUCE_155G,155g,23.75,Fish,None,"Calories: 130, Total Fat: 7g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 400mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 17g","Sardines, Tomato Sauce (Water, Tomato Paste), Thickeners (Cornstarch, Tapioca Starch, Xanthan Gum), Salt, Sugar, Seasonings (Garlic, Cinnamon, Ginger, Paprika), Soybean Oil, Monosodium Glutamate, Chili",,TRUE,0.42,,
207,SEAPOINT_TUNA_FLAKES_IN_SPICY_OIL_150G,150g,60,Fish,None,"Serving Size: 150g, Calories: 51, Total Fat: 1g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 5g, Sugars: 0g, Protein: 6g","Tuna Flakes, Vegetable Oil, Chili, Salt, Spices",,TRUE,1.06,,
208,SOLA_APPLE_GREEN_TEA_473ML,473ml,69,None,None,"Serving Size: 473ml, Calories: 130, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 32g, Sugars: 32g, Protein: 0g","Water, Sugar, Natural Apple Flavor, Green Tea Aroma, Green Tea Extract, Ascorbic Acid, Malic Acid",,TRUE,1.21,,
209,SOLA_ICED_TEA_LEMON_473ML,473ml,71.55,None,None,"Serving Size: 290ml, Calories: 116, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 49mg, Total Carbohydrates: 31g, Sugars: 31g, Protein: 0g","Carbonated Water, Sugar, Acids (Citric Acid, Tartaric Acid), Acidity Regulator (Sodium Citrates), Sweeteners (Acesulfame-K, Aspartame), Natural Lemon and Lime Flavourings",,TRUE,1.26,,
210,SOLA_ICED_TEA_RASPBERRY_473ML,473ml,69,None,None,"Serving Size: 473ml, Calories: 189, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 47g, Sugars: 47g, Protein: 0g","Water, Sugar, Black Tea, Natural Raspberry Flavor, Citric Acid",,TRUE,1.21,,
211,SPRITE_LEMON_LIME_DRINK_290ML,290ml,30,None,None,"Serving Size: 290ml, Calories: 55, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 12mg, Total Carbohydrates: 12.8g, Sugars: 12.8g, Protein: 0g","Carbonated Water, Sugar/Glucose-Fructose, Citric Acid, Sodium Citrate, Sodium Benzoate, Natural Flavour",,TRUE,0.53,,
212,SPRITE_LEMON_LIME_DRINK_500ML,500ml,37.5,None,None,"Serving Size: 500ml, Calories: 200, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 85mg, Total Carbohydrates: 54g, Sugars: 54g, Protein: 0g","Carbonated Water, Sugar/Glucose-Fructose, Citric Acid, Sodium Citrate, Sodium Benzoate, Natural Flavour",,TRUE,0.66,,
213,STAR_NUTRIMEATS_BEEF_LOAF_150G,150g,19.5,Soybeans/Soy/Soya,"Wheat/Cereals/Gluten, Eggs, Milk","Calories: 179, Total Fat: 6g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 400mg, Total Carbohydrates: 16.5g, Dietary Fiber: 0g, Sugars: 1.5g, Protein: 4.5g","Beef, Water, Soy Protein, Cornstarch, Iodized Salt, Sugar, Spices, Seasonings, Sodium Nitrite, Sodium Erythorbate",,TRUE,0.34,,
214,STAR_NUTRIMEATS_CORNED_BEEF_150G,150g,34,Soybeans/Soy/Soya,"Wheat/Cereals/Gluten, Eggs, Milk","Calories: 114, Total Fat: 7.5g, Saturated Fat: 3.2g, Trans Fat: 0g, Cholesterol: 35mg, Sodium: 450mg, Total Carbohydrates: 2.3g, Dietary Fiber: 0g, Sugars: 0.5g, Protein: 8.9g","Corned Beef, Water, Soy Protein, Iodized Salt, Sugar, Spices, Seasonings, Sodium Nitrite, Sodium Erythorbate",,TRUE,0.6,,
215,STAR_NUTRIMEATS_CORNED_BEEF_CHUNKY_CHEESE_150G,150g,38.5,"Milk, Soybeans/Soy/Soya","Eggs, Wheat/Cereals/Gluten","Calories: 284, Total Fat: 21.4g, Saturated Fat: 10.7g, Trans Fat: 0g, Cholesterol: 34.8mg, Sodium: 2063mg, Total Carbohydrates: 8g, Dietary Fiber: 1.5g, Sugars: 1.5g, Protein: 14.3g","Corned Beef, Cheese, Water, Soy Protein, Iodized Salt, Sugar, Spices, Seasonings, Sodium Nitrite, Sodium Erythorbate",,TRUE,0.68,,
216,STAR_NUTRIMEATS_MEAT_LOAF_150G,150g,21.5,Soybeans/Soy/Soya,"Wheat/Cereals/Gluten, Eggs, Milk","Serving Size: 66g, Servings Per Container: about 2.3, Calories: 104, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 400mg, Total Carbohydrates: 3g, Dietary Fiber: 0g, Sugars: 1g, Protein: 7g","Mechanically Separated Chicken and Beef, Water, Soy Protein, Cornstarch, Sugar, Iodized Salt, Spices, Seasonings, Sodium Nitrite, Sodium Erythorbate",,TRUE,0.38,,
217,STING_330ML,330ml,22.1,None,None,"Serving Size: 330ml, Calories: 242, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105.3mg, Total Carbohydrates: 63.4g, Sugars: 62.4g, Protein: 0g, Vitamin B3: 3.3mg, Vitamin B6: 0.66mg, Vitamin B12: 12μg","Carbonated Water, High Fructose Corn Syrup, Sugar, Citric Acid, Sodium Citrate, Natural and Artificial Strawberry Flavor, Taurine, Caffeine (145–255 mg/L), Inositol, Vitamins B3, B6, B12, Red Ginseng Extract (40 mg/L), Antioxidants (E452(i), E385), Preservatives (E202, E211), Synthetic Color (Allura Red AC E129)",,TRUE,0.39,,
218,SUGO_CRACKER_NUTS_BBQ_30G,30g,20,"Peanuts, Wheat/Cereals/Gluten","Milk, Eggs","Serving Size: 30g, Calories: 151, Total Fat: 7.8g, Saturated Fat: 2.4g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 240mg, Total Carbohydrates: 8.4g, Dietary Fiber: 0g, Sugars: 1g, Protein: 9g","Peanuts, Wheat Flour, Sugar, Modified Corn Starch, Artificial Barbecue Flavor, Spices (Garlic Powder, Chili Powder), Iodized Salt, Vegetable Oil (Coconut Oil), Monosodium Glutamate (Flavor Enhancer)",,TRUE,0.35,,
219,SUGO_CRACKER_NUTS_BUTTER_30G,30g,20,"Wheat/Cereals/Gluten, Peanuts","Milk, Eggs","Serving Size: 30g, Calories: 150, Total Fat: 6g, Saturated Fat: 1.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 4mg, Total Carbohydrates: 13g, Dietary Fiber: 2g, Sugars: 4g, Protein: 5g","Peanuts, Wheat Flour, Sugar, Modified Corn Starch, Butter, Iodized Salt",,TRUE,0.35,,
220,SUGO_CRACKER_NUTS_GARLIC_30G,30g,20,"Peanuts, Wheat/Cereals/Gluten","Soybeans/Soy/Soya, Milk, Eggs","Serving Size: 30g, Calories: 151, Total Fat: 7.8g, Saturated Fat: 2.4g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 240mg, Total Carbohydrates: 8.4g, Dietary Fiber: 0g, Sugars: 1g, Protein: 9g","Peanuts, Wheat Flour, Sugar, Modified Corn Starch, Spices (Garlic Powder, Chili Powder), Iodized Salt, Vegetable Oil (Coconut Oil), Monosodium Glutamate (Flavor Enhancer)",,TRUE,0.35,,
221,SUGO_HONEYROASTEDPEANUTS_100G,100g,30.55,Peanuts,Tree Nuts,"Serving Size: 100g, Calories: 437, Total Fat: 15.7g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1232.2mg, Total Carbohydrates: 65.5g, Dietary Fiber: 3.9g, Sugars: 3.4g, Protein: 10.4g","Peanuts, Sugar, Honey, Vegetable Oil (Peanut and/or Soy), Salt, Xanthan Gum",,TRUE,0.54,,
222,SUGO_SALTED_PEANUTS_100G,100g,30.45,"Peanuts, Fish",Tree Nuts,"Serving Size: 100g, Calories: 633, Total Fat: 50g, Saturated Fat: 20g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 800mg, Total Carbohydrates: 20g, Dietary Fiber: 0g, Sugars: 3.3g, Protein: 30g","Peanuts, Vegetable Oil (Palm or Coconut Oil), Fish Extract, Spices (Garlic Powder, Fried Garlic), Iodized Salt, Flavor Enhancer (E621), Antioxidant (E319)",,TRUE,0.54,,
223,SUMMIT_1L,1L,18.5,None,None,,Water,,FALSE,0.33,,
224,SUMMIT_500ML,500ml,11,None,None,,Water,,FALSE,0.19,,
225,SUNBEST_SHIITAKE_MUSHROOM_SLICES_284G,284g,35.3,None,None,"Serving Size: 284g, Calories: 33, Total Fat: 0.9g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 12.7mg, Total Carbohydrates: 6.5g, Dietary Fiber: 2.8g, Sugars: 2.5g, Protein: 3.7g","Shiitake Mushrooms, Water, Salt",,TRUE,0.62,,
226,SUPER_CRUNCH_SWEET_CORN_120G,120g,25.25,None,Milk,"Serving Size: 120g, Calories: 2845, Total Fat: 44.4g, Saturated Fat: 20.4g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 680mg, Total Carbohydrates: 68.4g, Dietary Fiber: 0g, Sugars: 8.4g, Protein: 8.4g","Corn, Vegetable Oil (Palm Olein and/or Coconut Oil), Sweetcorn Powder [Sugar, Dextrin, Iodized Salt, Monosodium Glutamate, Nature-Identical Flavor, Vegetable Oil, Yellow No. 5, Aspartame], Sugar, Artificial Flavors, Iodized Salt, Yellow No. 5, BHA (Antioxidant), Sucralose",,TRUE,0.44,,
227,TOSTITOS_ORIGINAL_283G,283.5g,182.25,None,None,"Serving Size: 283.5g, Calories: 1417, Total Fat: 70.9g, Saturated Fat: 10.1g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1063mg, Total Carbohydrates: 192.4g, Dietary Fiber: 10.1g, Sugars: 0g, Protein: 20.3g","Corn, Vegetable Oil (Corn, Canola, and/or Sunflower Oil), Salt",,TRUE,3.21,,
228,TWISTO_SUPER_APPLE_250ML,250ml,13.14,None,None,"Serving Size: 250ml, Calories: 100, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 25g, Sugars: 25g, Protein: 0g ","Water, Sugar, Apple Juice Concentrate, Citric Acid, Sodium Benzoate (Preservative), Artificial Flavors, Artificial Color",,TRUE,0.23,,
229,UFC_SHIITAKE_198G,198g,40,None,None,"Serving Size: 198g, Calories: 81, Total Fat: 0.3g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 5.8mg, Total Carbohydrates: 21g, Dietary Fiber: 3g, Sugars: 5.6g, Protein: 2.3g",Shiitake Mushrooms,,TRUE,0.7,,
230,ULAM_KING_SAUCY_MECHADO_155G,155g,23,"Soybeans/Soy/Soya, Milk",None,"Serving Size: 155g, Calories: 230, Total Fat: 16g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 500mg, Total Carbohydrates: 6g, Dietary Fiber: 1g, Sugars: 2g, Protein: 16g","Beef, Tomato Sauce, Soybean Oil, Salt, Onion, Garlic, Spices, Seasonings, and Thickeners (Cornstarch, Modified Starch, Xanthan Gum)",,TRUE,0.4,,
231,ULTRA_PURE_500ML,500ml,12.5,None,None,Serving Size: 500ml,Purified water,,TRUE,0.22,,
232,UNI-PAK_MACKEREL_FLAKES_IN_OIL_180G,180g,46.7,"Milk, Fish, Soybeans/Soy/Soya",Wheat/Cereals/Gluten,"erving Size: 180g, Calories: 180, Total Fat: 10g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 300mg, Total Carbohydrates: 0g, Dietary Fiber: 0g, Sugars: 0g, Protein: 23g","Mackerel, Soybean Oil, Salt, Spices, Seasonings, and Natural Flavors",,TRUE,0.82,,
233,UNI-PAK_MACKEREL_FLAKES_IN_OIL_HOT&SPICY_180G,180g,46.7,"Milk, Fish, Soybeans/Soy/Soya",Wheat/Cereals/Gluten,"erving Size: 180g, Calories: 180, Total Fat: 10g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 30mg, Sodium: 300mg, Total Carbohydrates: 0g, Dietary Fiber: 0g, Sugars: 0g, Protein: 23g","Mackerel, Soybean Oil, Salt, Spices, Seasonings, and Natural Flavors",,TRUE,0.82,,
234,UNIVERSAL_ROBINA_CALBEE_CHEDDAR_AND _SOUR_CREAM_170G,170g,124.7,"Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Milk",None,"Serving Size: 30g, Servings Per Container: about 5, Calories: 160, Total Fat: 9g, Saturated Fat: 4g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 230mg, Total Carbohydrates: 17g, Dietary Fiber: 1g, Sugars: 1g, Protein: 2g","Potato, Vegetable Oil, Maltodextrin, Salt, Vegetable Powders, Flavourings, Flavour Enhancer (621, 635), Milk Solids, Dextrose, Food Acids (270, 330), Herb, Anti-Caking Agent (551), Yeast Extract",,TRUE,2.19,,
235,VIT_SUNCOAST_APPLE_600ML,600ml,49.75,None,None,"Serving Size: 600ml, Calories: 175, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 125mg, Total Carbohydrates: 45g, Sugars: 45g, Protein: 0g, Vitamin C: 60mg, Calcium: 78mg, Potassium: 100mg ","Purified Water, Refined Sugar, Apple Juice Concentrate, Electrolytes (Calcium, Potassium, Zinc), Citric Acid, Natural Apple Flavor, Ascorbic Acid (Vitamin C), Sodium Benzoate, Sodium Citrate, Sucralose, Acesulfame K, Vitamin B3 (Niacinamide), Vitamin B5 (Calcium Pantothenate), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B12 (Cyanocobalamin)",,TRUE,0.88,,
236,VITAMILK_300ML,300ml,29.5,"Soybeans/Soy/Soya, Milk",None,"Serving Size: 300ml, Calories: 207, Total Fat: 9g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 95mg, Total Carbohydrates: 25.3g, Sugars: 25.3g, Protein: 6.5g","Water, Soybeans (10%), Sugar, Vegetable Oil, Whole Milk Powder (1%), Emulsifier (E471), Stabilizer (E407)",,TRUE,0.52,,
237,VITAMILK_BANANA_300ML,300ml,32.45,Soybeans/Soy/Soya,None,"Serving Size: 300ml, Calories: 210, Total Fat: 7g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 23g, Sugars: 0g, Protein: 8g","Water, Whole Soybeans (10%), Sugar, Soybean Oil, Banana Puree, Vitamin Complex, Nature Identical Flavor, Stabilizer (INS 407), Emulsifier (INS 471)",,TRUE,0.57,,
238,VITAMILK_CHOCO_SHAKE_300ML,300ml,29.45,Soybeans/Soy/Soya,None,"Serving Size: 300ml, Calories: 210, Total Fat: 6g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 160mg, Total Carbohydrates: 31g, Sugars: 26.4g, Protein: 10g","Water, Soybean (91.03%), Sugar, Cocoa Powder (1.2%), Vitamin and Mineral Mix (0.02%), Natural Flavor, Emulsifier (INS 471), Stabilizer (INS 407)",,TRUE,0.52,,
239,WAGI_CARNE_NORTE_150G,150g,50,None,None,"Serving Size: 150g, Calories: 110, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 25mg, Sodium: 600mg, Total Carbohydrates: 4g, Sugars: 0g, Protein: 6g","Beef, Water, Seasoning (Salt, Sugar, Monosodium Glutamate, Spices, Hydrolyzed Vegetable Protein), Sodium Nitrite",,TRUE,0.88,,
240,WAGI_CORNED_BEEF_150G,150g,27.5,Soybeans/Soy/Soya,None,"Serving Size: 150g, Calories: 380, Total Fat: 25g, Saturated Fat: 7.5g, Trans Fat: 0g, Cholesterol: 160mg, Sodium: 1,260mg, Total Carbohydrates: 3g, Dietary Fiber: 0g, Sugars: 0g, Protein: 28g","Mechanically Separated Chicken, Chicken Broth, Water, Beef, Pork, Contains Less Than 2% of: Salt, Spices, Sugar, Sodium Erythorbate, Natural Flavors, Sodium Nitrite",,TRUE,0.48,,
241,WAGI_VIENNA_SAUSAGE_150G,150g,25,Soybeans/Soy/Soya,None,"Serving Size: 150g, Calories: 380, Total Fat: 25g, Saturated Fat: 7.5g, Trans Fat: 0g, Cholesterol: 160mg, Sodium: 1,260mg, Total Carbohydrates: 3g, Dietary Fiber: 0g, Sugars: 0g, Protein: 28g","Mechanically Separated Chicken, Chicken Broth, Water, Beef, Pork, Contains Less Than 2% of: Salt, Spices, Sugar, Sodium Erythorbate, Natural Flavors, Sodium Nitrite",,TRUE,0.44,,
242,WELCHS_GRAPE_JUICE_473ML,473ml,149.15,None,None,"Serving Size: 473ml, Calories: 178, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 20mg, Total Carbohydrates: 47g, Sugars: 46g, Protein: 1g","Filtered Water, Grape Juice Concentrate, Grape Juice, Ascorbic Acid (Vitamin C), Citric Acid (for tartness).",,TRUE,2.62,,
243,WHITEKING_CHAMPORADO_113G,113g,36.55,"Milk, Wheat/Cereals/Gluten",None,"Serving Size: 113g, Calories: 398, Total Fat: 1.24g, Saturated Fat: 0.91g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1,130mg, Total Carbohydrates: 88.1g, Dietary Fiber: 11.3g, Sugars: 0g, Protein: 9.7g","Dehydrated Glutinous Rice, Cornstarch, Cocoa Powder, Antioxidant (E339), Anti-caking Agents (E341(iii)), Salt.​",,TRUE,0.64,,
244,WILKINS_DISTILLED_1L,1L,31.5,None,None,,Water,,FALSE,0.55,,
245,WILKINS_PURE_1L,1L,29,None,None,,Water,,FALSE,0.51,,
246,WINNER_MEAT_LOAF_150G,150g,19,Soybeans/Soy/Soya,None,"Serving Size: 150g, Calories: 306, Total Fat: 18.17g, Saturated Fat: 5.98g, Trans Fat: 0g, Cholesterol: 119mg, Sodium: 621mg, Total Carbohydrates: 9.78g, Dietary Fiber: 0.6g, Sugars: 2.43g, Protein: 24.24g","Beef, Water, Textured Vegetable Protein (Soy Flour), Iodized Salt, Sugar, Spices, Sodium Nitrite, Sodium Erythorbate, Flavorings, Modified Starch, Soy Protein Concentrate, Caramel Color.",,TRUE,0.33,,
247,YOUNGSTOWN_SARDINES_TOMATOSAUCE_155G,155g,22.8,Fish,None,"Serving Size: 155g, Calories: 119, Total Fat: 4g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 882mg, Total Carbohydrates: 2g, Dietary Fiber: 0g, Sugars: 0g, Protein: 16g","Sardines, Tomato Sauce, Fish Oil, Iodized Salt, Spices, Starch",,TRUE,0.4,,
248,ZESTO_CALAMANSI_SODA_500ML,500ml,32.85,None,None,"Serving Size: 500ml, Calories: 167, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Total Carbohydrates: 42.4g, Sugars: 42.4g, Protein: 0g","Carbonated Water, Refined Sugar, Natural Calamansi Extract, Citric Acid, Honey, Flavors, Vitamin C (Ascorbic Acid), Sodium Benzoate, Sodium Citrate.",,TRUE,0.58,,
249,ZESTO_DALANDAN_SODA_500ML,500ml,33.5,None,None,"Serving Size: 500ml, Calories: 167, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 15mg, Total Carbohydrates: 41g, Dietary Fiber: 0g, Sugars: 41g, Protein: 0g","Carbonated Water, Refined Sugar, Dalandan Extract, Citric Acid, Stabilizer, Flavors, Sodium Benzoate, Beta-Carotene",,TRUE,0.59,,
250,ZESTO_ROOTBEER_500ML,500ml,32.75,None,None,"Serving Size:500ml, Calories: 167, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 38mg, Total Carbohydrates: 41g, Sugars: 41g, Protein: 0g","Carbonated Water, Refined Sugar, Caramel Color, Nature-identical Root Beer Flavor, Citric Acid, Aspartame, Sodium Benzoate",,TRUE,0.58,,
